source_id,task_id,dataset_id,disease_family,file_type,file_path,exists,n_rows,columns,notes
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_tasks,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/registered_tasks.csv,false,,,未发现该类型产物
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_models,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/registered_models.csv,false,,,未发现该类型产物
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,route_protocol_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/route_protocol_summary.csv,false,,,未发现该类型产物
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/model_baselines.csv,true,5,name|n_images|accuracy|macro_f1|qwk|n_error|mean_confidence|mean_margin|mean_entropy|estimated_forward_ms_per_image|images_per_second|relative_forward_cost_vs_fastest_model|relative_forward_cost_vs_expert|peak_allocated_memory_mb|checkpoint_mb|batch_size|device|timing_source|timing_scope,
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/routing_results.csv,true,40,protocol_family|protocol_name|role|scouts|experts|budget|policy|selected_n|ms_per_image|accuracy|macro_f1|qwk|n_error|above_random_p975|random_accuracy_p975|oracle_accuracy|gap_to_oracle_accuracy|large_undergrading_event_total_fixed_pool|referable_miss_event_total_fixed_pool|severe_pdr_miss_event_total_fixed_pool|large_undergrading_selected_event_n|referable_miss_selected_event_n|severe_pdr_miss_selected_event_n|large_undergrading_residual_event_n|referable_miss_residual_event_n|severe_pdr_miss_residual_event_n|large_undergrading_event_recall_fixed_pool|referable_miss_event_recall_fixed_pool|severe_pdr_miss_event_recall_fixed_pool|large_undergrading_event_precision_fixed_pool|referable_miss_event_precision_fixed_pool|severe_pdr_miss_event_precision_fixed_pool|large_undergrading_event_lift_vs_budget|referable_miss_event_lift_vs_budget|severe_pdr_miss_event_lift_vs_budget|estimated_forward_ms_per_image|relative_forward_cost_vs_dense_expert|forward_cost_reduction_vs_dense_expert,
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,risk_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/risk_results.csv,false,,,未发现该类型产物
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,case_audit,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/case_audit.csv,true,3,image_key|case_id|true_label|case_group|fixed_events|only_selected_by|efficiency_multiscout_30__scout_pred|efficiency_multiscout_30__expert_pred|efficiency_multiscout_30__final_pred|efficiency_multiscout_30__selected_for_expert|efficiency_multiscout_30__scout_confidence|efficiency_multiscout_30__scout_margin|efficiency_multiscout_30__scout_entropy|efficiency_multiscout_30__routing_score|efficiency_multiscout_30__scout_disagreement|efficiency_multiscout_30__base_correct|efficiency_multiscout_30__expert_correct|efficiency_multiscout_30__final_correct|efficiency_multiscout_30__expert_corrected|efficiency_multiscout_30__expert_induced_error|efficiency_multiscout_30__residual_risk_after_routing|efficiency_multiscout_30__residual_danger_after_routing|safety_convnext_50__scout_pred|safety_convnext_50__expert_pred|safety_convnext_50__final_pred|safety_convnext_50__selected_for_expert|safety_convnext_50__scout_confidence|safety_convnext_50__scout_margin|safety_convnext_50__scout_entropy|safety_convnext_50__routing_score|safety_convnext_50__scout_disagreement|safety_convnext_50__base_correct|safety_convnext_50__expert_correct|safety_convnext_50__final_correct|safety_convnext_50__expert_corrected|safety_convnext_50__expert_induced_error|safety_convnext_50__residual_risk_after_routing|safety_convnext_50__residual_danger_after_routing|safety_swin_50__scout_pred|safety_swin_50__expert_pred|safety_swin_50__final_pred|safety_swin_50__selected_for_expert|safety_swin_50__scout_confidence|safety_swin_50__scout_margin|safety_swin_50__scout_entropy|safety_swin_50__routing_score|safety_swin_50__scout_disagreement|safety_swin_50__base_correct|safety_swin_50__expert_correct|safety_swin_50__final_correct|safety_swin_50__expert_corrected|safety_swin_50__expert_induced_error|safety_swin_50__residual_risk_after_routing|safety_swin_50__residual_danger_after_routing,
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,artifact_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/artifact_manifest.csv,true,3,protocol_id|mode|artifact_name|source_path|published_path|size_bytes|mtime_utc|sha256|config_sha256|created_at_utc|reused_or_generated,
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,cost_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/glaucoma_model_forward_cost_summary.csv,false,,,未发现该类型产物
v083_dr_replay,aptos_dr_5class,APTOS2019,diabetic_retinopathy,summary_html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_controlled_runner/outputs/v082c_dr_replay/summary.html,false,,,未发现该类型产物
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,registered_tasks,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/registered_tasks.csv,false,,,未发现该类型产物
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,registered_models,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/registered_models.csv,false,,,未发现该类型产物
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,route_protocol_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/route_protocol_summary.csv,false,,,未发现该类型产物
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/model_baselines.csv,true,2,protocol_id|task_id|artifact_id|role|model_family|split|n_images|accuracy|macro_f1|macro_auroc_ovr|macro_aupr_ovr|n_error|cost_status|estimated_forward_ms_per_image|images_per_second|checkpoint_mb|cost_profile_id|mean_ms_per_image|median_ms_per_image|std_ms_per_image|cv_ms_per_image|n_repeats|peak_allocated_memory_mb|timing_scope|timing_source,
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/routing_results.csv,true,18,protocol_id|task_id|split|method_kind|protocol_name|scout_artifact|expert_artifact|budget|policy|selected_n|expert_call_rate|non_deployable|accuracy|macro_f1|macro_auroc_ovr|macro_aupr_ovr|n_error|accuracy_ci_low|accuracy_ci_high|cost_status|estimated_forward_ms_per_image|relative_forward_cost_vs_expert_only|forward_cost_reduction_vs_expert_only,
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,risk_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/risk_results.csv,true,0,protocol_id|task_id|event_id|event_name|budget|policy|event_total|selected_event_n|residual_event_n|event_recall|event_precision|event_lift_vs_budget,
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,case_audit,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/case_audit.csv,true,1860,protocol_id|task_id|budget|policy|image_key|true_label|scout_pred_label|expert_pred_label|routed_pred_label|selected_for_expert|routing_score|routing_rank|scout_correct|expert_correct|routed_correct|expert_corrected|expert_induced_error|case_type|scout_artifact|expert_artifact,
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,artifact_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/artifact_manifest.csv,true,4,protocol_id|mode|artifact_name|source_path|published_path|size_bytes|mtime_utc|sha256|config_sha256|created_at_utc|reused_or_generated,
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,cost_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/glaucoma_model_forward_cost_summary.csv,false,,,未发现该类型产物
v084b_glaucoma_outputs,glaucoma_3class,Glaucoma_fundus,glaucoma,summary_html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_4b_glaucoma_forward_cost/outputs/glaucoma_convnext_retfound/summary.html,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_tasks,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/registered_tasks.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_models,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/registered_models.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,route_protocol_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/route_protocol_summary.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/model_baselines.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/routing_results.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,risk_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/risk_results.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,case_audit,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/case_audit.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,artifact_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/artifact_manifest.csv,false,,,未发现该类型产物
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,cost_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/model_forward_cost_summary.csv,true,2,model_name|n_runs|n_latency_outlier_any|n_latency_outlier_rel10pct|n_latency_outlier_mad|n_latency_mad_sensitive_flag|mean_ms_per_image|mean_ms_per_image_mean|mean_ms_per_image_std|median_ms_per_image|p95_ms_per_image|total_forward_ms|total_forward_ms_mean|images_per_second|pytorch_peak_allocated_mem_mb|batch_size|device|mean_ms_per_image_cv|checkpoint_mb|img_size|arch|norm|latency_cv_gt_10pct|latency_has_run_outlier|latency_has_mad_sensitive_flag|cost_note,
v082_model_onboarding_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,summary_html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_2_model_onboarding/outputs/summary.html,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_tasks,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/registered_tasks.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,registered_models,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/registered_models.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,route_protocol_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/route_protocol_summary.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,model_baselines,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/model_baselines.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,routing_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/routing_results.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,risk_results,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/risk_results.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,case_audit,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/case_audit.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,artifact_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/artifact_manifest.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,cost_summary,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/glaucoma_model_forward_cost_summary.csv,false,,,未发现该类型产物
v080_greenscout_outputs,aptos_dr_5class,APTOS2019,diabetic_retinopathy,summary_html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/summary.html,false,,,未发现该类型产物
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/checkpoints/convnext_tiny_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_retfound_mae_cfp_official_protocol/official_protocol_bs24_epoch50_seed0/checkpoints/checkpoint-best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_retfound_mae_cfp_official_protocol/official_protocol_bs24_epoch50_seed0/checkpoints/retfound_mae_cfp_official_protocol_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_swin_tiny/lr1e-4_bs32_seed42/checkpoints/swin_tiny_patch4_window7_224.ms_in1k_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_base_patch16_imagenet/lr1e-4_bs32_seed42/checkpoints/vit_base_patch16_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_large_patch16_official_like/official_like_bs32_epoch50_seed42/checkpoints/vit_large_patch16_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,checkpoint,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_glaucoma_scout_routing/convnext_tiny_glaucoma_scout/imagenet_lr1e-4_bs32_seed42/checkpoints/convnext_tiny_best.pth,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,config,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/legacy_v0_1_baseline/configs/config.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,config,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/configs/config.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,config,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_swin_tiny/lr1e-4_bs32_seed42/configs/config.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,config,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_base_patch16_imagenet/lr1e-4_bs32_seed42/configs/config.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,config,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_large_patch16_official_like/official_like_bs32_epoch50_seed42/configs/config.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,class_mapping,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/configs/class_to_idx.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,class_mapping,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_swin_tiny/lr1e-4_bs32_seed42/configs/class_to_idx.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,class_mapping,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_base_patch16_imagenet/lr1e-4_bs32_seed42/configs/class_to_idx.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,class_mapping,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_large_patch16_official_like/official_like_bs32_epoch50_seed42/configs/class_to_idx.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,class_mapping,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_glaucoma_scout_routing/convnext_tiny_glaucoma_scout/imagenet_lr1e-4_bs32_seed42/configs/class_to_idx.json,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_convnext_tiny/lr1e-4_bs32_seed42/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_retfound_mae_cfp_official_protocol/official_protocol_bs24_epoch50_seed0/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_swin_tiny/lr1e-4_bs32_seed42/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_base_patch16_imagenet/lr1e-4_bs32_seed42/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/aptos_vit_large_patch16_official_like/official_like_bs32_epoch50_seed42/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_glaucoma_scout_routing/convnext_tiny_glaucoma_scout/imagenet_lr1e-4_bs32_seed42/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_3_glaucoma_scout_routing/retfound_dinov2_glaucoma_expert/evaluation/test/test_predictions.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/predictions/existing_models_standardized.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/predictions/greenscout_three_model_standardized.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_0_greenscout_feasibility/protocol_control/predictions/greenscout_three_model_standardized.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_1_unified_orchestration/inputs/predictions/swin_tiny_standardized.csv,true,,,扫描发现
repo_experiments_scan,mixed,mixed,mixed,prediction,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_1_unified_orchestration/inputs/predictions/vit_b_imagenet_standardized.csv,true,,,扫描发现
