record_type,task_id,dataset_id,route_id,scout_id,review_model_id,analysis_split,benchmark_split,policy,requested_human_review_fraction,n_cases,human_review_n,human_review_fraction,automatic_n,automatic_coverage,corrected_retained,introduced_auto,dangerous_introduced_auto,both_wrong_auto_closed,net_retained,automatic_correct_n,automatic_error_n,automatic_accuracy,review_captured_corrected,review_captured_introduced,review_captured_dangerous_introduced,review_captured_both_wrong,human_review_resolution_assumed_correct,current_case_ground_truth_used_for_action,retrospective_outcome_used_for_fit_selection_or_threshold,locked_comparator_policy,comparator_corrected_retained,delta_corrected_retained,comparator_introduced_auto,delta_introduced_auto,comparator_dangerous_introduced_auto,delta_dangerous_introduced_auto,comparator_both_wrong_auto_closed,delta_both_wrong_auto_closed,comparator_net_retained,delta_net_retained,comparator_automatic_error_n,delta_automatic_error_n,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count,outcome,outcome_events,outcome_prevalence,outcome_auroc,outcome_auprc,study_decision,protocol_sha256,source_commit_sha,generated_at_utc
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,higher_confidence,0.05,485,24,0.04948453608,461,0.9505154639,48,23,10,23,25,411,50,0.8915401302,7,3,2,5,False,False,False,higher_confidence,48,0,23,0,10,0,23,0,25,0,50,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,keep_scout,0.05,485,24,0.04948453608,461,0.9505154639,0,0,0,24,0,388,73,0.84164859,10,5,4,4,False,False,False,higher_confidence,48,-48,23,-23,10,-10,23,1,25,-25,50,23,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,learned_safe_adoption,0.05,485,24,0.04948453608,461,0.9505154639,41,15,7,25,26,406,55,0.8806941432,3,2,0,3,False,False,False,higher_confidence,48,-7,23,-8,10,-3,23,2,25,1,50,5,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,soft_vote,0.05,485,24,0.04948453608,461,0.9505154639,43,20,10,23,23,413,48,0.8958785249,11,5,2,5,False,False,False,higher_confidence,48,-5,23,-3,10,0,23,0,25,-2,50,-2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,always_adopt_review,0.1,485,48,0.09896907216,437,0.9010309278,47,26,11,19,21,392,45,0.8970251716,12,8,4,9,False,False,False,soft_vote,39,8,15,11,7,4,21,-2,24,-3,37,8,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,higher_confidence,0.1,485,48,0.09896907216,437,0.9010309278,42,20,10,20,22,396,41,0.9061784897,16,8,3,8,False,False,False,soft_vote,39,3,15,5,7,3,21,-1,24,-2,37,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,keep_scout,0.1,485,48,0.09896907216,437,0.9010309278,0,0,0,21,0,377,60,0.8627002288,20,7,4,7,False,False,False,soft_vote,39,-39,15,-15,7,-7,21,0,24,-24,37,23,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,learned_safe_adoption,0.1,485,48,0.09896907216,437,0.9010309278,37,13,6,22,24,391,46,0.8947368421,11,10,3,6,False,False,False,soft_vote,39,-2,15,-2,7,-1,21,1,24,0,37,9,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,soft_vote,0.1,485,48,0.09896907216,437,0.9010309278,39,15,7,21,24,400,37,0.9153318078,19,17,8,7,False,False,False,soft_vote,39,0,15,0,7,0,21,0,24,0,37,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,always_adopt_review,0.2,485,97,0.2,388,0.8,34,15,8,15,19,358,30,0.9226804124,25,19,7,13,False,False,False,higher_confidence,32,2,12,3,6,2,15,0,20,-1,27,3,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,higher_confidence,0.2,485,97,0.2,388,0.8,32,12,6,15,20,361,27,0.9304123711,27,20,8,13,False,False,False,higher_confidence,32,0,12,0,6,0,15,0,20,0,27,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,keep_scout,0.2,485,97,0.2,388,0.8,0,0,0,16,0,354,34,0.912371134,41,13,6,12,False,False,False,higher_confidence,32,-32,12,-12,6,-6,15,1,20,-20,27,7,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,learned_safe_adoption,0.2,485,97,0.2,388,0.8,19,8,2,19,11,355,33,0.9149484536,34,20,11,9,False,False,False,higher_confidence,32,-13,12,-4,6,-4,15,4,20,-9,27,6,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,soft_vote,0.2,485,97,0.2,388,0.8,18,5,1,16,13,367,21,0.9458762887,41,29,14,12,False,False,False,higher_confidence,32,-14,12,-7,6,-5,15,1,20,-7,27,-6,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,always_adopt_review,0.3,485,146,0.3010309278,339,0.6989690722,23,8,5,9,15,322,17,0.9498525074,36,26,10,19,False,False,False,higher_confidence,21,2,7,1,4,1,9,0,14,1,16,1,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,higher_confidence,0.3,485,146,0.3010309278,339,0.6989690722,21,7,4,9,14,323,16,0.9528023599,38,26,10,19,False,False,False,higher_confidence,21,0,7,0,4,0,9,0,14,0,16,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,keep_scout,0.3,485,146,0.3010309278,339,0.6989690722,0,0,0,11,0,317,22,0.9351032448,48,20,9,17,False,False,False,higher_confidence,21,-21,7,-7,4,-4,9,2,14,-14,16,6,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,learned_safe_adoption,0.3,485,146,0.3010309278,339,0.6989690722,11,5,1,12,6,321,18,0.9469026549,47,26,13,16,False,False,False,higher_confidence,21,-10,7,-2,4,-3,9,3,14,-8,16,2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,soft_vote,0.3,485,146,0.3010309278,339,0.6989690722,5,0,0,9,5,330,9,0.9734513274,54,34,15,19,False,False,False,higher_confidence,21,-16,7,-7,4,-4,9,0,14,-9,16,-7,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.05,1036,52,0.05019305019,984,0.9498069498,95,62,28,65,33,857,127,0.8709349593,12,17,8,8,False,False,False,higher_confidence,85,10,48,14,25,3,64,1,37,-4,119,8,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,higher_confidence,0.05,1036,52,0.05019305019,984,0.9498069498,85,48,25,64,37,865,119,0.8790650407,15,14,5,9,False,False,False,higher_confidence,85,0,48,0,25,0,64,0,37,0,119,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,keep_scout,0.05,1036,52,0.05019305019,984,0.9498069498,0,0,0,61,0,837,147,0.8506097561,21,7,5,12,False,False,False,higher_confidence,85,-85,48,-48,25,-25,64,-3,37,-37,119,28,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.05,1036,52,0.05019305019,984,0.9498069498,66,30,17,66,36,856,128,0.8699186992,9,12,1,7,False,False,False,higher_confidence,85,-19,48,-18,25,-8,64,2,37,-1,119,9,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,soft_vote,0.05,1036,52,0.05019305019,984,0.9498069498,81,37,16,67,44,873,111,0.887195122,19,27,16,6,False,False,False,higher_confidence,85,-4,48,-11,25,-9,64,3,37,7,119,-8,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.1,1036,104,0.1003861004,932,0.8996138996,84,51,26,59,33,822,110,0.8819742489,23,28,10,14,False,False,False,soft_vote,68,16,27,24,13,13,60,-1,41,-8,89,21,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,higher_confidence,0.1,1036,104,0.1003861004,932,0.8996138996,77,41,23,55,36,834,98,0.8948497854,28,24,8,18,False,False,False,soft_vote,68,9,27,14,13,10,60,-5,41,-5,89,9,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,keep_scout,0.1,1036,104,0.1003861004,932,0.8996138996,0,0,0,52,0,814,118,0.8733905579,41,13,8,21,False,False,False,soft_vote,68,-68,27,-27,13,-13,60,-8,41,-41,89,29,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.1,1036,104,0.1003861004,932,0.8996138996,57,25,15,56,32,830,102,0.8905579399,29,24,7,17,False,False,False,soft_vote,68,-11,27,-2,13,2,60,-4,41,-9,89,13,-25.025,8.025,1000,1036,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,soft_vote,0.1,1036,104,0.1003861004,932,0.8996138996,68,27,13,60,41,843,89,0.9045064378,37,43,21,13,False,False,False,soft_vote,68,0,27,0,13,0,60,0,41,0,89,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.2,1036,207,0.1998069498,829,0.8001930502,64,29,14,44,35,756,73,0.9119420989,43,50,22,29,False,False,False,higher_confidence,58,6,26,3,13,1,42,2,32,3,69,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
