protocol_id,mode,artifact_name,source_path,published_path,size_bytes,mtime_utc,sha256,config_sha256,created_at_utc,reused_or_generated
v085c_timm_adapter_activation,exploratory,summary_html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/summary.html,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/summary.html,933,2026-07-01T01:59:55.619533+00:00,0983964a541051d503cf433f70623b1e476f7b7e47a02e50f78d786625f694e2,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,dr_convnext_input_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/input_manifests/dr_convnext_tiny_adapter_input_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/input_manifests/dr_convnext_tiny_adapter_input_manifest.csv,94568,2026-07-01T01:58:29.310769+00:00,7adf0b48caad616cc64a3c11d2d16c7a754f16aeb95e9cc43fd3e35914c54636,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,dr_swin_input_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/input_manifests/dr_swin_tiny_adapter_input_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/input_manifests/dr_swin_tiny_adapter_input_manifest.csv,94568,2026-07-01T01:58:29.438770+00:00,7adf0b48caad616cc64a3c11d2d16c7a754f16aeb95e9cc43fd3e35914c54636,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,dr_vit_input_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/input_manifests/dr_vit_b_imagenet_adapter_input_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/input_manifests/dr_vit_b_imagenet_adapter_input_manifest.csv,94568,2026-07-01T01:58:29.558771+00:00,7adf0b48caad616cc64a3c11d2d16c7a754f16aeb95e9cc43fd3e35914c54636,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_input_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/input_manifests/glaucoma_convnext_adapter_input_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/input_manifests/glaucoma_convnext_adapter_input_manifest.csv,47652,2026-07-01T01:58:29.610771+00:00,a5d7077083b44d23928bf27276b263d0f2950b0c2d96d5f746592065179f86e8,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,reused
v085c_timm_adapter_activation,exploratory,dr_convnext_predictions,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_convnext_tiny_adapter/predictions.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/predictions.csv,288384,2026-07-01T01:58:57.171015+00:00,7ccbaad5c30e9762973d3a7d8457ba416d4de7830384f988d27e29fb4f4460e2,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_convnext_baseline,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_convnext_tiny_adapter/model_baseline.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/model_baseline.csv,358,2026-07-01T01:58:57.183015+00:00,42e725595ba54d62d881321e7ef35a17136b7cc51aa248410150bed94d27fdf2,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_convnext_cost_runs,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_convnext_tiny_adapter/forward_cost_runs.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/forward_cost_runs.csv,328,2026-07-01T01:58:57.183015+00:00,a08c4fd407dc9141fb8c72045256e8fcf0bccac24414a036f7222496c9d74cc4,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_convnext_cost,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_convnext_tiny_adapter/forward_cost_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/forward_cost_summary.csv,577,2026-07-01T01:58:57.187015+00:00,df00d38fd52fe340d7868100d924a6089c8aed20d0ed032784bc5302498849f5,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_convnext_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_convnext_tiny_adapter/adapter_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_convnext_tiny_adapter/adapter_manifest.csv,1376,2026-07-01T02:01:12.888216+00:00,68edb16456861d5661a671249dde6e01007c5d18be996bf7ea095c797a424ba4,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_swin_predictions,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_swin_tiny_adapter/predictions.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/predictions.csv,282085,2026-07-01T01:59:18.383203+00:00,b2130950efd1a13d44b7450747186ee192f3bdda67704bb9164b49863f539cf8,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_swin_baseline,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_swin_tiny_adapter/model_baseline.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/model_baseline.csv,352,2026-07-01T01:59:18.395203+00:00,4c32339abea6939cb89479ba520ab1d7bdef3c1c301a49cff7a126c94cea131d,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_swin_cost_runs,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_swin_tiny_adapter/forward_cost_runs.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/forward_cost_runs.csv,340,2026-07-01T01:59:18.395203+00:00,c3da552d1377d7e2f4b0891533fd1930a99d4e269e36025555d35d682f700439,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_swin_cost,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_swin_tiny_adapter/forward_cost_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/forward_cost_summary.csv,574,2026-07-01T01:59:18.395203+00:00,0c6e723a33d8fcd210c8fd6ee7530eed2765777df53db101deaea3d515e18b91,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_swin_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_swin_tiny_adapter/adapter_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_swin_tiny_adapter/adapter_manifest.csv,1363,2026-07-01T02:01:12.900216+00:00,a54d98340d5890fe1c2217e2cbe05c902f53aa378dc2ec8b40dd560a2e4cdb0b,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_vit_predictions,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_vit_b_imagenet_adapter/predictions.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/predictions.csv,292149,2026-07-01T01:59:42.607417+00:00,f377755b14ac8a95d74528c9f73a900accbd03919b2c3a216ffb94943e4c01f3,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_vit_baseline,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_vit_b_imagenet_adapter/model_baseline.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/model_baseline.csv,362,2026-07-01T01:59:42.619418+00:00,cf458bb775f164a3b245d2ba8679a571f9d994e40308b7b371c6968add622b8b,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_vit_cost_runs,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_vit_b_imagenet_adapter/forward_cost_runs.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/forward_cost_runs.csv,350,2026-07-01T01:59:42.623418+00:00,e392a86391035479ed3a1cf74d70a4fac5a473ffb3c0b682f0dd83f8560cc46b,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_vit_cost,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_vit_b_imagenet_adapter/forward_cost_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/forward_cost_summary.csv,578,2026-07-01T01:59:42.623418+00:00,fb61cd4ff1ee5cdb29701ebf112132e5161d63424024b95e9dd921e278f66fd8,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,dr_vit_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/dr_vit_b_imagenet_adapter/adapter_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/dr_vit_b_imagenet_adapter/adapter_manifest.csv,1421,2026-07-01T02:01:12.908216+00:00,ae353bc34f4a2750fbf37d4d62e87cc145fc68dbd3ba83641e48ab767c76c2ec,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_predictions,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/glaucoma_convnext_adapter/predictions.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/predictions.csv,125226,2026-07-01T01:59:53.563514+00:00,a68b505506efd92639f097a5f991137792fc427ef07882a2e3b0f9e00eeb74bb,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_baseline,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/glaucoma_convnext_adapter/model_baseline.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/model_baseline.csv,362,2026-07-01T01:59:53.571514+00:00,7c08baf4f43dec7f419ff9307c91e73b7ad00bdb23af22b1146d098a73a043b6,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_cost_runs,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/glaucoma_convnext_adapter/forward_cost_runs.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/forward_cost_runs.csv,345,2026-07-01T01:59:53.571514+00:00,79af60f68723eff6bec1d851ed474600dd9e9bdd1cd6c22adee59b56122102c1,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_cost,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/glaucoma_convnext_adapter/forward_cost_summary.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/forward_cost_summary.csv,598,2026-07-01T01:59:53.587515+00:00,3eb592b70c5de211a1d9586bad01dc6ab4c35c75b4e36ce543cae6c93e180248,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
v085c_timm_adapter_activation,exploratory,glaucoma_convnext_manifest,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/work/activation/onboarded_models/glaucoma_convnext_adapter/adapter_manifest.csv,/data/LRT/ophagent-medical-ai-agent/experiments/v0_8_5c_timm_adapter_activation/outputs/onboarded_models/glaucoma_convnext_adapter/adapter_manifest.csv,1428,2026-07-01T02:01:12.916216+00:00,e68f7b57b656e48b944f0a271ba3c20a03e171535e06cfcb0c778dd795ea1137,7aacd58818ce01501a189d0f222e0cd4cdfb67e5ea9c0e120d3223ce268cef3c,2026-07-01T02:01:12.839371+00:00,external
