record_type,task_id,dataset_id,evaluation_design,route_id,scout_id,expert_id,benchmark_split,analysis_split,cohort,model_component,evaluation_cohort,n_cases,events,prevalence,auroc,auprc,feature_columns,dataset_id_used_as_predictor,current_case_expert_output_used_for_ranking,test_used_for_fit_threshold_budget_or_route_selection,retrospective_only,comparison_axis,policy,requested_budget,budget_source,risk_cap,risk_cap_met,selected_n,realized_budget,corrected_total,introduced_total,corrected_selected,introduced_selected,dangerous_introduced_selected,net_selected,corrected_capture_rate,help_rate_among_consulted,harm_rate_among_consulted,introduced_burden_per_case,scout_accuracy,final_accuracy,cost_protocol_id,cost_comparable,estimated_component_cost_ms_per_case,formal_v1_1_route,policy_may_grant_eligibility,safety_eligibility_gate_required,locked_comparator_policy,comparator_corrected_selected,delta_corrected_selected,comparator_introduced_selected,delta_introduced_selected,comparator_net_selected,delta_net_selected,comparator_selected_n,delta_selected_n,corrected_difference_ci_lower,corrected_difference_ci_upper,introduced_difference_ci_lower,introduced_difference_ci_upper,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,485,33,0.06804123711,0.8318584071,0.1994170612,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,72,33,0.4583333333,0.5648795649,0.5622990064,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,485,36,0.07422680412,0.7423904974,0.1629601605,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,413,36,0.08716707022,0.8093869732,0.3114576071,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,1036,54,0.05212355212,0.8311835257,0.1884829879,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,164,54,0.3292682927,0.57996633,0.4193590388,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,1036,73,0.07046332046,0.8063699341,0.2028299658,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__keepfit_cfp,convnext_tiny,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,872,73,0.08371559633,0.8733005298,0.3554321576,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,485,29,0.05979381443,0.8690260133,0.2876837451,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,72,29,0.4027777778,0.7064955894,0.5896221105,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,485,30,0.0618556701,0.8204395604,0.1958408161,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,413,30,0.07263922518,0.8697998259,0.3503747691,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,1036,42,0.04054054054,0.8964022229,0.190599969,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,164,42,0.256097561,0.7027712724,0.3679091368,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,1036,72,0.0694980695,0.8501757722,0.2383705988,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__preti,convnext_tiny,preti,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,872,72,0.08256880734,0.9073090278,0.4809853824,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,485,28,0.05773195876,0.8140043764,0.1949376651,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,72,28,0.3888888889,0.5438311688,0.5506911717,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,485,31,0.06391752577,0.78250675,0.1511606558,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,413,31,0.07506053269,0.8477453133,0.2813655927,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,1036,57,0.05501930502,0.739745175,0.1411097765,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,164,57,0.3475609756,0.4895884571,0.3649915249,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,1036,81,0.07818532819,0.8119320018,0.2240996477,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__ret_clip,convnext_tiny,ret_clip,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,872,81,0.09288990826,0.8692544209,0.3909905287,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,485,31,0.06391752577,0.8984652551,0.3676555427,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,72,31,0.4305555556,0.7844217152,0.7215176678,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,485,26,0.05360824742,0.8554550025,0.181502842,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,413,26,0.06295399516,0.9102564103,0.3304727362,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,all_cases,1036,50,0.04826254826,0.883306288,0.2095412702,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,corrected_logistic,scout_wrong_only,164,50,0.3048780488,0.6661403509,0.3997439025,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,all_cases,1036,39,0.03764478764,0.8122830029,0.1288494733,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model_discrimination,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::convnext_tiny__to__retfound_cfp,convnext_tiny,retfound_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,introduced_logistic,scout_correct_only,872,39,0.04472477064,0.8665004463,0.2514719251,scout_entropy|scout_margin|scout_severe_probability_mass|expert_history_corrected_rate|expert_history_introduced_rate|scout_reference_js_divergence,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
