protocol_id,task_id,budget,policy,image_key,true_label,scout_pred_label,expert_pred_label,routed_pred_label,selected_for_expert,routing_score,routing_rank,scout_correct,expert_correct,routed_correct,expert_corrected,expert_induced_error,case_type,scout_artifact,expert_artifact
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/158.png,0,0,0,0,False,0.001786200416292359,386,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/159.png,0,0,0,0,False,0.001413043798373747,405,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/160.png,0,0,0,0,False,0.002441867932725268,371,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/161.png,0,1,0,0,True,0.6486347202741074,79,False,True,True,True,False,expert_correctable,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/164.png,0,0,0,0,False,0.0017828289581046962,387,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/168.png,0,0,0,0,False,0.0020012456473008002,381,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/173.png,0,0,0,0,False,0.0007390974442126303,444,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/174.png,0,0,0,0,False,0.0006896000784467865,451,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/177.png,0,0,0,0,False,0.5117926603485814,143,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/180.png,0,0,0,0,False,0.0007805676502631784,442,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/184.png,0,0,0,0,False,0.003117743536640915,359,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/185.png,0,0,0,0,False,0.0052336412752027476,345,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/190.png,0,0,0,0,False,0.0006825968915459692,454,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/191.png,0,0,0,0,False,0.002443345870469048,370,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/192.png,0,0,0,0,False,0.0011417261573878077,419,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/193.png,0,0,0,0,False,0.003004843077718161,361,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/196.png,0,0,0,0,False,0.001477533238204729,401,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/201.png,0,0,0,0,False,0.001383343802599973,406,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/203.png,0,0,0,0,False,0.0017609640171378721,388,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/204.png,0,0,0,0,False,0.004469687963587308,350,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/206.png,0,0,0,0,False,0.0011818817428639588,418,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/213.png,0,0,0,0,False,0.004269575713491575,352,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/219.png,0,0,0,0,False,0.003231217741765164,357,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/220.png,0,0,0,0,False,0.0058145081100021406,340,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/233.png,0,0,0,0,False,0.0007956749829372207,441,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/234.png,0,0,0,0,False,0.0008009197673112192,439,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/236.png,0,0,0,0,False,0.0025713008207383617,368,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/238.png,0,0,0,0,False,0.0008559295056250303,434,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/239.png,0,0,0,0,False,0.002870806554626237,362,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/24.png,0,1,1,1,True,0.8636627603490442,27,False,False,False,False,False,both_wrong,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/249.png,0,0,0,0,False,0.005847025914010008,339,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/250.png,0,0,0,0,False,0.0012418040519959817,413,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/254.png,0,0,0,0,False,0.00045337829866662555,463,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/255.png,0,0,0,0,False,0.000761241938533331,443,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/256.png,0,0,0,0,False,0.0008966400902618633,430,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/258.png,0,0,0,0,False,0.0018722932677824014,384,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/262.png,0,0,0,0,False,0.016207146544242806,328,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/263.png,0,0,0,0,False,0.0021324420902498454,376,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/264.png,0,0,0,0,False,0.0010829571999267896,422,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/266.png,0,0,0,0,False,0.013972135154849961,330,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/268.png,0,0,0,0,False,0.0007155624008257816,448,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/271.png,0,0,0,0,False,0.0007339098793826798,445,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/273.png,0,0,0,0,False,0.0003747672876537266,465,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/276.png,0,0,0,0,False,0.4944994311573651,149,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/283.png,0,0,0,0,False,0.002214104120327005,374,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/288.png,0,0,0,0,False,0.0014891960054362091,399,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/289.png,0,0,0,0,False,0.013985208549054539,329,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/291.png,0,0,0,0,False,0.0005850976937865949,457,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/292.png,0,0,0,0,False,0.0008215670710787585,437,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/294.png,0,0,0,0,False,0.0013778621026202557,408,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/303.png,0,0,0,0,False,0.00145647512326175,403,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/304.png,0,0,0,0,False,0.0013031900373852217,410,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/305.png,0,0,0,0,False,0.0016843832058403478,393,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/31.png,0,0,0,0,False,0.0016903329510107486,392,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/312.png,0,0,0,0,False,0.001189209840406057,417,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/313.png,0,0,0,0,False,0.029994315559668933,325,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/320.png,0,0,0,0,False,0.005958812616345233,338,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/323.png,0,0,0,0,False,0.00602255752517919,337,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/329.png,0,0,0,0,False,0.0006859309782611831,453,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/332.png,0,0,0,0,False,0.007452819856225337,335,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/333.png,0,0,0,0,False,0.0010650127351220352,423,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/339.png,0,0,0,0,False,0.0008737200696993133,432,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/340.png,0,0,0,0,False,0.0007270800071362444,447,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/341.png,0,0,0,0,False,0.28032715356491217,221,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/342.png,0,0,0,0,False,0.0016905881745322596,391,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/343.png,0,0,0,0,False,0.008582801077813486,333,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/345.png,0,0,0,0,False,0.0012730286265184108,412,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/348.png,0,0,0,0,False,0.002571978648087895,367,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/353.png,0,0,0,0,False,0.0005279215265980556,460,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/355.png,0,0,0,0,False,0.005758310514097744,341,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/357.png,0,0,0,0,False,0.0009534626901801194,429,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/358.png,0,0,0,0,False,0.000689147315167138,452,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/361.png,0,0,0,0,False,0.0013789757609845358,407,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/365.png,0,0,0,0,False,0.0013104507281690987,409,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/366.png,0,0,0,0,False,0.0016114295307685326,396,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/371.png,0,0,0,0,False,0.0007960944256869438,440,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/374.png,0,0,0,0,False,0.0019567836028957764,383,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/376.png,0,0,0,0,False,0.0007334333037703019,446,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/377.png,0,0,0,0,False,0.001034946495299569,424,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/38.png,0,0,0,0,False,0.0075305722473796265,334,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/381.png,0,0,0,0,False,0.005018214048339834,346,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/383.png,0,0,0,0,False,0.0006009710630699331,456,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/39.png,0,1,0,1,False,0.5294325068607095,138,False,True,False,False,False,expert_correctable,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/392.png,0,0,0,0,False,0.0009916883374251598,427,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/397.png,0,0,0,0,False,0.001744409497113799,390,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/413.png,0,0,0,0,False,0.003131729235719015,358,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/414.png,0,0,0,0,False,0.0036619920687470217,354,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/415.png,0,0,0,0,False,0.0025889728247566876,366,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/416.png,0,0,0,0,False,0.0020718129402907052,379,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/417.png,0,0,0,0,False,0.0008537031971008312,435,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/418.png,0,0,0,0,False,0.0005050788374366254,461,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/421.png,0,0,0,0,False,0.0007028680246987354,449,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/423.png,0,0,0,0,False,0.0016493554307579047,394,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
v084_glaucoma_convnext_retfound_exploratory,glaucoma_3class,0.2,high_entropy,anormal_control/428.png,0,0,0,0,False,0.0009666426485539921,428,True,True,True,False,False,both_correct,convnext_tiny_glaucoma_scout,retfound_dinov2_glaucoma_expert
