record_type,task_id,dataset_id,route_id,scout_id,review_model_id,analysis_split,benchmark_split,cohort,policy,requested_review_fraction,disagreement_cases,selected_n,realized_review_fraction,harmful_conflict_events,harmful_conflict_captured,harmful_conflict_capture_rate,harmful_conflict_yield,introduced_events,introduced_captured,introduced_capture_rate,dangerous_introduced_events,dangerous_introduced_captured,dangerous_introduced_capture_rate,both_wrong_events,both_wrong_captured,both_wrong_capture_rate,large_grade_conflict_events,large_grade_conflict_captured,severe_threshold_crossing_events,severe_threshold_crossing_captured,current_case_ground_truth_used_for_priority,retrospective_outcome_used_for_fit_selection_or_threshold,locked_comparator_policy,comparator_harmful_conflict_captured,delta_harmful_conflict_captured,comparator_introduced_captured,delta_introduced_captured,comparator_dangerous_introduced_captured,delta_dangerous_introduced_captured,comparator_both_wrong_captured,delta_both_wrong_captured,comparator_large_grade_conflict_captured,delta_large_grade_conflict_captured,comparator_severe_threshold_crossing_captured,delta_severe_threshold_crossing_captured,harmful_capture_difference_ci_lower,harmful_capture_difference_ci_upper,bootstrap_replicates,bootstrap_group_count,target,target_events,target_prevalence,target_auroc,target_auprc,study_decision,protocol_sha256,source_commit_sha,generated_at_utc
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,scout_review_prediction_disagreement_only,,,93,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,harmful_conflict,38,0.4086021505,0.619138756,0.504079378,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,scout_review_prediction_disagreement_only,,,93,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,introduced,28,0.3010752688,0.7065934066,0.4771062009,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,175,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,both_wrong,24,0.1371428571,0.5568432671,0.2146854496,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,175,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,dangerous_introduced,17,0.09714285714,0.4091586001,0.08294896392,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,175,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,harmful_conflict,66,0.3771428571,0.5738115096,0.4487881897,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,175,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,introduced,42,0.24,0.5581811672,0.2707349408,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,,,94,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,both_wrong,12,0.1276595745,0.4888211382,0.1632536527,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,,,94,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,dangerous_introduced,14,0.1489361702,0.4348214286,0.1695414815,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,,,94,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,harmful_conflict,37,0.3936170213,0.5239449976,0.5269317868,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,,,94,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,introduced,25,0.2659574468,0.5356521739,0.4153439614,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,185,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,both_wrong,21,0.1135135135,0.487804878,0.1152181684,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,185,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,dangerous_introduced,21,0.1135135135,0.3272357724,0.08244568712,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,185,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,harmful_conflict,69,0.372972973,0.51011994,0.3723772485,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_discrimination,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__swin_tiny,retfound_green,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,,,185,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,introduced,48,0.2594594595,0.5187043796,0.2697410034,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,disagreement_js,0.1,100,10,0.1,41,7,0.1707317073,0.7,34,6,0.1764705882,15,4,0.2666666667,7,1,0.1428571429,18,5,49,6,False,False,disagreement_js,7,0,6,0,4,0,1,0,5,0,6,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,entropy,0.1,100,10,0.1,41,3,0.07317073171,0.3,34,2,0.05882352941,15,1,0.06666666667,7,1,0.1428571429,18,2,49,3,False,False,disagreement_js,7,-4,6,-4,4,-3,1,0,5,-3,6,-3,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,learned_harmful_conflict,0.1,100,10,0.1,41,7,0.1707317073,0.7,34,6,0.1764705882,15,2,0.1333333333,7,1,0.1428571429,18,5,49,5,False,False,disagreement_js,7,0,6,0,4,-2,1,0,5,0,6,-1,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,margin,0.1,100,10,0.1,41,4,0.09756097561,0.4,34,3,0.08823529412,15,1,0.06666666667,7,1,0.1428571429,18,1,49,3,False,False,disagreement_js,7,-3,6,-3,4,-3,1,0,5,-4,6,-3,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,random,0.1,100,10,0.1,41,3,0.07317073171,0.3,34,2,0.05882352941,15,1,0.06666666667,7,1,0.1428571429,18,3,49,5,False,False,disagreement_js,7,-4,6,-4,4,-3,1,0,5,-2,6,-1,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,disagreement_js,0.2,100,20,0.2,41,11,0.2682926829,0.55,34,9,0.2647058824,15,5,0.3333333333,7,2,0.2857142857,18,8,49,9,False,False,disagreement_js,11,0,9,0,5,0,2,0,8,0,9,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,entropy,0.2,100,20,0.2,41,8,0.1951219512,0.4,34,5,0.1470588235,15,3,0.2,7,3,0.4285714286,18,6,49,8,False,False,disagreement_js,11,-3,9,-4,5,-2,2,1,8,-2,9,-1,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,learned_harmful_conflict,0.2,100,20,0.2,41,12,0.2926829268,0.6,34,9,0.2647058824,15,4,0.2666666667,7,3,0.4285714286,18,8,49,9,False,False,disagreement_js,11,1,9,0,5,-1,2,1,8,0,9,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,margin,0.2,100,20,0.2,41,5,0.1219512195,0.25,34,3,0.08823529412,15,1,0.06666666667,7,2,0.2857142857,18,3,49,10,False,False,disagreement_js,11,-6,9,-6,5,-4,2,0,8,-5,9,1,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,random,0.2,100,20,0.2,41,10,0.243902439,0.5,34,8,0.2352941176,15,6,0.4,7,2,0.2857142857,18,4,49,12,False,False,disagreement_js,11,-1,9,-1,5,1,2,0,8,-4,9,3,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,disagreement_js,0.3,100,30,0.3,41,14,0.3414634146,0.4666666667,34,10,0.2941176471,15,7,0.4666666667,7,4,0.5714285714,18,11,49,15,False,False,random,14,0,12,-2,9,-2,2,2,8,3,19,-4,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,entropy,0.3,100,30,0.3,41,11,0.2682926829,0.3666666667,34,8,0.2352941176,15,4,0.2666666667,7,3,0.4285714286,18,9,49,13,False,False,random,14,-3,12,-4,9,-5,2,1,8,1,19,-6,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,learned_harmful_conflict,0.3,100,30,0.3,41,16,0.3902439024,0.5333333333,34,13,0.3823529412,15,5,0.3333333333,7,3,0.4285714286,18,8,49,12,False,False,random,14,2,12,1,9,-4,2,1,8,0,19,-7,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,margin,0.3,100,30,0.3,41,7,0.1707317073,0.2333333333,34,5,0.1470588235,15,3,0.2,7,2,0.2857142857,18,5,49,16,False,False,random,14,-7,12,-7,9,-6,2,0,8,-3,19,-3,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,development_oof,development,scout_review_prediction_disagreement_only,random,0.3,100,30,0.3,41,14,0.3414634146,0.4666666667,34,12,0.3529411765,15,9,0.6,7,2,0.2857142857,18,8,49,19,False,False,random,14,0,12,0,9,0,2,0,8,0,19,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,disagreement_js,0.1,210,21,0.1,103,14,0.1359223301,0.6666666667,79,11,0.1392405063,36,6,0.1666666667,24,3,0.125,35,9,100,12,False,False,disagreement_js,14,0,11,0,6,0,3,0,9,0,12,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,entropy,0.1,210,21,0.1,103,11,0.1067961165,0.5238095238,79,6,0.07594936709,36,4,0.1111111111,24,5,0.2083333333,35,4,100,9,False,False,disagreement_js,14,-3,11,-5,6,-2,3,2,9,-5,12,-3,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,learned_harmful_conflict,0.1,210,21,0.1,103,18,0.1747572816,0.8571428571,79,16,0.2025316456,36,4,0.1111111111,24,2,0.08333333333,35,4,100,4,False,False,disagreement_js,14,4,11,5,6,-2,3,-1,9,-5,12,-8,-4,13,1000,210,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,margin,0.1,210,21,0.1,103,8,0.07766990291,0.380952381,79,7,0.08860759494,36,6,0.1666666667,24,1,0.04166666667,35,6,100,12,False,False,disagreement_js,14,-6,11,-4,6,0,3,-2,9,-3,12,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,random,0.1,210,21,0.1,103,11,0.1067961165,0.5238095238,79,9,0.1139240506,36,5,0.1388888889,24,2,0.08333333333,35,4,100,11,False,False,disagreement_js,14,-3,11,-2,6,-1,3,-1,9,-5,12,-1,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,disagreement_js,0.2,210,42,0.2,103,25,0.2427184466,0.5952380952,79,20,0.253164557,36,13,0.3611111111,24,5,0.2083333333,35,18,100,26,False,False,disagreement_js,25,0,20,0,13,0,5,0,18,0,26,0,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
priority_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,scout_review_prediction_disagreement_only,entropy,0.2,210,42,0.2,103,21,0.2038834951,0.5,79,10,0.1265822785,36,5,0.1388888889,24,11,0.4583333333,35,8,100,18,False,False,disagreement_js,25,-4,20,-10,13,-8,5,6,18,-10,26,-8,,,,,,,,,,NO_SIGNAL,8de84e8ec5a7ec9c635462c9d49b3438958df878c671932d083978ae973a6a2f,41ef3872470f11d4b50c38545f933191cf13939e,2026-07-30T13:17:06+08:00
